File Name,Corresponding Data Point,Maximum Subtraction
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_18 PM].csv",1.375,0.00014158
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_23 PM].csv",0.875,0.00023181999999999999
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_30 PM].csv",0.875,0.00031256000000000003
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_37 PM].csv",0.875,0.00022313999999999998
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_43 PM].csv",0.9,0.00025234
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_49 PM].csv",1.025,0.00010962
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_55_55 PM].csv",1.05,8.283999999999999e-05
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_01 PM].csv",0.95,0.00030256
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_07 PM].csv",1.075,0.00022041999999999998
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_13 PM].csv",1.075,0.00020221999999999997
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_19 PM].csv",0.775,0.000376898
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_26 PM].csv",1.075,0.00011640000000000001
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_32 PM].csv",1.15,7.101999999999998e-05
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_38 PM].csv",1.125,0.00016078000000000002
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_44 PM].csv",1.025,0.00027675999999999997
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_51 PM].csv",0.9,0.00042658999999999997
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_56_57 PM].csv",0.825,0.00043328599999999996
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_57_03 PM].csv",0.875,0.00040880399999999997
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_57_10 PM].csv",1.125,0.00025114
"[A8-02-4um-01,SET-RESET,13,8_7_2024 1_57_16 PM].csv",0.875,0.00039138
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_12 PM].csv",1.675,0.000440966
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_18 PM].csv",1.275,0.00010743999999999999
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_24 PM].csv",1.125,6.551999999999996e-05
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_30 PM].csv",0.75,0.00011973399999999999
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_36 PM].csv",0.675,7.69e-05
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_42 PM].csv",0.65,0.000143334
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_48 PM].csv",1.3,0.00020362
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_02_55 PM].csv",1.125,0.00024746
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_01 PM].csv",1.025,0.00029726
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_07 PM].csv",1.45,0.00012852000000000002
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_14 PM].csv",0.85,0.0004206
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_20 PM].csv",0.875,0.0004915653
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_26 PM].csv",0.65,0.00034860939999999997
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_33 PM].csv",1.15,0.00030748
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_39 PM].csv",0.925,0.000406704
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_45 PM].csv",1.15,0.00030621999999999995
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_53 PM].csv",0.925,0.000448076
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_03_58 PM].csv",0.9,0.0004927137
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_04_05 PM].csv",1.125,0.00029798
"[A8-02-4um-02,SET-RESET,14,8_7_2024 2_04_11 PM].csv",0.95,0.0004915676
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_05_55 PM].csv",0.775,0.00017843999999999998
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_01 PM].csv",0.75,0.000277256
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_08 PM].csv",0.825,0.00021131999999999998
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_14 PM].csv",0.775,0.00038301
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_20 PM].csv",0.75,0.00019285999999999997
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_26 PM].csv",0.6,0.000163092
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_32 PM].csv",0.875,9.699999999999997e-05
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_38 PM].csv",0.75,0.00018296000000000002
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_44 PM].csv",0.75,0.00014408
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_51 PM].csv",0.875,0.00019784000000000002
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_06_57 PM].csv",0.775,0.00030772000000000004
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_03 PM].csv",0.725,0.000308
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_09 PM].csv",0.675,0.00012218
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_15 PM].csv",0.775,0.00012366
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_21 PM].csv",1.825,0.0004932949
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_28 PM].csv",1.15,0.00020283999999999998
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_35 PM].csv",0.875,0.00010421999999999997
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_41 PM].csv",0.8,0.00011605999999999997
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_47 PM].csv",0.725,8.768e-05
"[A8-02-4um-03,SET-RESET,15,8_7_2024 2_07_54 PM].csv",0.675,8.089e-05
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_11_30 PM].csv",0.7,0.000102954
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_11_36 PM].csv",0.825,0.00020562
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_11_43 PM].csv",0.65,0.000103082
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_11_49 PM].csv",0.85,9.123999999999997e-05
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_11_55 PM].csv",0.75,0.000222388
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_01 PM].csv",0.725,9.884000000000002e-05
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_07 PM].csv",0.8,0.000219148
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_13 PM].csv",0.7,0.00015267999999999998
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_19 PM].csv",0.9,0.00013877999999999997
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_26 PM].csv",0.7,0.00012930199999999998
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_32 PM].csv",0.65,0.00022367600000000002
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_38 PM].csv",0.725,0.00020400399999999998
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_44 PM].csv",0.825,0.00022538000000000001
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_50 PM].csv",0.8,0.00019475999999999999
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_12_56 PM].csv",0.825,0.00014535999999999998
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_13_02 PM].csv",0.725,0.00012195999999999999
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_13_08 PM].csv",0.775,0.0002493
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_13_14 PM].csv",0.7,0.00044392
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_13_21 PM].csv",0.7,0.000448774
"[A8-02-4um-04,SET-RESET,16,8_7_2024 2_13_27 PM].csv",0.725,0.00045815000000000005
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_14_40 PM].csv",0.925,0.0002669159
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_14_46 PM].csv",0.675,0.000476346
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_14_52 PM].csv",0.925,0.00048384
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_14_58 PM].csv",0.875,0.00032914
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_15_04 PM].csv",0.975,0.00018513999999999998
"[A8-02-4um-05,SET-RESET,17,8_7_2024 2_15_11 PM].csv",0.95,0.00034928
