File Name,Corresponding Data Point,Maximum Subtraction
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_12_59 PM].csv",1.35,0.00027388
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_06 PM].csv",0.9,0.00029666
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_12 PM].csv",0.925,0.00019490000000000002
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_18 PM].csv",0.925,0.000445074
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_24 PM].csv",0.75,0.000183038
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_31 PM].csv",0.9,0.0001761
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_37 PM].csv",0.975,0.00018109999999999998
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_44 PM].csv",0.725,0.000140846
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_50 PM].csv",0.775,0.000242352
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_13_57 PM].csv",1.125,0.00016334
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_04 PM].csv",1.075,9.601999999999999e-05
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_11 PM].csv",1.0,0.00011179999999999998
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_17 PM].csv",0.85,0.00014307399999999998
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_23 PM].csv",1.25,9.588000000000001e-05
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_30 PM].csv",1.0,0.00011280000000000003
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_36 PM].csv",1.025,0.00011544599999999999
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_42 PM].csv",0.925,0.000108832
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_49 PM].csv",0.9,0.00012468
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_14_56 PM].csv",0.975,9.354e-05
"[A8-04-4um-02,SET-RESET,2,8_30_2024 2_15_03 PM].csv",0.925,0.000107406
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_20_53 PM].csv",1.1,0.00012806
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_00 PM].csv",1.125,0.00022045999999999996
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_06 PM].csv",0.85,0.0002819000000000001
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_12 PM].csv",0.85,0.00042547399999999996
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_18 PM].csv",0.85,0.00020869999999999998
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_25 PM].csv",1.025,0.00016706
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_31 PM].csv",0.875,0.00027704
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_37 PM].csv",0.775,0.00019774399999999997
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_44 PM].csv",0.8,0.00023246
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_50 PM].csv",0.975,0.00010816
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_21_56 PM].csv",1.025,0.00014033999999999997
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_02 PM].csv",1.075,0.00017298
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_08 PM].csv",0.95,0.00022734000000000003
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_14 PM].csv",0.875,0.00023764
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_20 PM].csv",0.775,0.00018638000000000004
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_26 PM].csv",1.025,0.00032003999999999995
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_33 PM].csv",0.8,0.0002916
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_39 PM].csv",0.675,0.000161172
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_45 PM].csv",0.95,0.000444188
"[A8-04-4um-03,SET-RESET,3,8_30_2024 2_22_51 PM].csv",0.9,0.00030019599999999997
"[A8-04-4um-04,SET-RESET,4,8_30_2024 2_28_18 PM].csv",0.075,0.00010849999999999998
"[A8-04-4um-04,SET-RESET,4,8_30_2024 2_28_26 PM].csv",0.075,0.00010869999999999999
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_25 PM].csv",0.775,0.00027104
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_32 PM].csv",0.55,0.00014154399999999999
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_38 PM].csv",0.575,0.00013936
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_44 PM].csv",0.6,0.000151218
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_51 PM].csv",0.775,0.00014264000000000003
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_29_57 PM].csv",0.625,0.00014858
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_03 PM].csv",0.675,0.000137556
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_08 PM].csv",0.725,0.00031748000000000003
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_14 PM].csv",0.625,0.00019126400000000002
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_21 PM].csv",0.6,0.000149104
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_28 PM].csv",0.725,0.00016258
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_34 PM].csv",0.725,0.000207624
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_41 PM].csv",0.725,0.000309286
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_48 PM].csv",0.625,0.00011302799999999999
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_30_54 PM].csv",0.725,0.00016674000000000002
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_31_00 PM].csv",0.7,0.00029012
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_31_07 PM].csv",0.675,0.000148752
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_31_13 PM].csv",0.775,0.00016984
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_31_20 PM].csv",0.625,9.759e-05
"[A8-04-4um-05,SET-RESET,5,8_30_2024 2_31_26 PM].csv",0.75,0.00013758000000000002
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_23 PM].csv",1.0,0.0001984
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_29 PM].csv",0.85,0.00040815000000000003
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_35 PM].csv",0.875,0.000432614
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_41 PM].csv",0.775,0.00045784
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_48 PM].csv",0.9,0.000434976
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_32_54 PM].csv",1.0,0.00035338000000000004
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_00 PM].csv",0.85,0.000472384
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_06 PM].csv",0.675,0.000473374
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_12 PM].csv",0.925,0.000424964
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_19 PM].csv",0.7,0.0004725
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_25 PM].csv",0.9,0.000432044
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_32 PM].csv",0.875,0.000467284
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_38 PM].csv",0.925,0.000388706
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_44 PM].csv",0.9,0.00035194
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_50 PM].csv",0.95,0.000389538
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_33_56 PM].csv",0.75,0.000466652
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_34_03 PM].csv",0.925,0.000434878
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_34_09 PM].csv",0.775,0.00047787599999999996
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_34_15 PM].csv",1.05,0.00031002000000000004
"[A8-04-4um-06,SET-RESET,6,8_30_2024 2_34_22 PM].csv",0.825,0.00047931
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_35_44 PM].csv",1.05,0.000437814
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_35_50 PM].csv",0.9,0.0004737
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_35_56 PM].csv",0.975,0.000429242
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_02 PM].csv",0.85,0.00021634000000000003
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_09 PM].csv",0.8,0.000439334
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_16 PM].csv",1.175,0.00015544000000000002
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_22 PM].csv",0.875,0.000457918
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_28 PM].csv",1.025,0.00018513999999999998
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_34 PM].csv",1.0,0.00021114000000000001
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_40 PM].csv",1.15,0.00018407999999999999
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_46 PM].csv",1.0,0.00027502
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_53 PM].csv",0.825,0.000483918
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_36_59 PM].csv",0.975,0.000195248
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_05 PM].csv",1.05,0.00024758
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_11 PM].csv",1.05,0.00024724
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_17 PM].csv",1.175,0.00019488000000000003
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_24 PM].csv",0.825,0.000460074
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_30 PM].csv",0.9,0.00047800399999999997
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_36 PM].csv",1.05,0.0002563
"[A8-04-4um-07,SET-RESET,7,8_30_2024 2_37_42 PM].csv",0.9,0.000469328
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_09 PM].csv",0.725,9.256e-05
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_14 PM].csv",0.675,0.000362142
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_20 PM].csv",0.625,0.000164456
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_27 PM].csv",0.7,0.00018891
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_34 PM].csv",0.575,9.4252e-05
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_40 PM].csv",0.675,0.000206226
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_47 PM].csv",0.775,0.00017549999999999998
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_39_54 PM].csv",0.725,0.00010326000000000001
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_00 PM].csv",0.775,0.00027155
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_06 PM].csv",0.65,6.944000000000001e-05
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_13 PM].csv",0.65,0.00011671
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_19 PM].csv",0.65,7.763799999999999e-05
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_26 PM].csv",0.675,0.000149038
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_33 PM].csv",0.875,0.00010086000000000003
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_39 PM].csv",0.7,0.00020028800000000002
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_45 PM].csv",0.675,0.00012222599999999996
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_51 PM].csv",0.65,0.00011885
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_40_57 PM].csv",0.675,0.000121192
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_41_04 PM].csv",0.675,0.000151612
"[A8-04-4um-08,SET-RESET,8,8_30_2024 2_41_10 PM].csv",0.725,0.00023967
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_42_57 PM].csv",1.6,0.000469546
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_03 PM].csv",0.825,0.00013334000000000002
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_09 PM].csv",0.725,0.00024968799999999997
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_15 PM].csv",0.85,0.000261186
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_22 PM].csv",1.0,0.00024594
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_28 PM].csv",0.9,0.00017564
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_34 PM].csv",1.175,0.00019993999999999999
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_41 PM].csv",0.875,0.00032404
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_48 PM].csv",0.925,0.00031518
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_43_54 PM].csv",1.075,0.00033492
"[A8-04-4um-09,SET-RESET,9,8_30_2024 2_44_01 PM].csv",1.275,0.00014952
