File Name,Corresponding Data Point,Maximum Subtraction
"[A7-4-10um-01,SET-RESET,1,7_24_2024 11_33_41 AM].csv",0.675,0.0001489685
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_15 AM].csv",0.675,0.000246948
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_21 AM].csv",0.775,0.00021519999999999997
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_27 AM].csv",0.75,0.00019376
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_34 AM].csv",0.725,0.00016126
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_40 AM].csv",0.675,6.988e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_46 AM].csv",0.75,9.14e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_52 AM].csv",0.8,0.00010219999999999996
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_32_59 AM].csv",0.925,9.978e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_05 AM].csv",0.925,0.00011235999999999999
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_12 AM].csv",0.9,9.936e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_18 AM].csv",0.925,0.00011946
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_24 AM].csv",0.975,8.678e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_30 AM].csv",0.875,0.000143354
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_36 AM].csv",1.075,9.578000000000001e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_43 AM].csv",0.775,6.856399999999999e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_50 AM].csv",0.85,8.2572e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_33_56 AM].csv",1.025,6.140000000000003e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_34_02 AM].csv",0.775,8.055999999999999e-05
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_34_09 AM].csv",0.875,0.000131644
"[B6-01-4um-01,SET-RESET,1,7_25_2024 10_34_15 AM].csv",0.85,6.1056e-05
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_46_41 AM].csv",0.125,9.941999999999997e-05
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_46_47 AM].csv",0.125,0.00010030000000000005
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_46_53 AM].csv",0.05,9.992e-05
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_46_59 AM].csv",0.075,0.00010019999999999997
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_06 AM].csv",0.075,0.00010048000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_12 AM].csv",0.075,0.00010080000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_19 AM].csv",0.05,0.0001009
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_25 AM].csv",0.075,0.00010096000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_30 AM].csv",0.075,0.00010118
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_36 AM].csv",0.075,0.00010123999999999997
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_42 AM].csv",0.075,0.00010134000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_48 AM].csv",0.075,0.00010148000000000004
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_47_54 AM].csv",0.075,0.00010148000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_01 AM].csv",0.05,0.0001015
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_07 AM].csv",0.1,0.00010167999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_13 AM].csv",0.1,0.00010172000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_19 AM].csv",0.1,0.00010174000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_25 AM].csv",0.1,0.00010177999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_31 AM].csv",0.1,0.00010182000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_38 AM].csv",0.075,0.00010189999999999998
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_44 AM].csv",0.075,0.00010196000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_50 AM].csv",0.1,0.00010196
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_48_56 AM].csv",0.1,0.00010204000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_02 AM].csv",0.1,0.00010202000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_08 AM].csv",0.075,0.00010195999999999998
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_14 AM].csv",0.075,0.00010210000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_20 AM].csv",0.05,0.00010234000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_26 AM].csv",0.075,0.0001025
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_32 AM].csv",0.075,0.00010272000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_39 AM].csv",0.1,0.00010282
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_45 AM].csv",0.1,0.00010277999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_51 AM].csv",0.05,0.00010278
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_49_57 AM].csv",0.1,0.00010282
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_03 AM].csv",0.1,0.00010292
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_08 AM].csv",0.1,0.00010292
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_15 AM].csv",0.1,0.00010296000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_21 AM].csv",0.05,0.00010307999999999998
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_27 AM].csv",0.1,0.00010302
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_33 AM].csv",0.075,0.00010303999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_39 AM].csv",0.075,0.00010310000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_45 AM].csv",0.1,0.00010303999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_51 AM].csv",0.1,0.00010322
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_50_57 AM].csv",0.1,0.00010320000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_03 AM].csv",0.05,0.00010316
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_09 AM].csv",0.1,0.00010324
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_15 AM].csv",0.1,0.00010329999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_22 AM].csv",0.075,0.00010324000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_28 AM].csv",0.1,0.00010320000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_34 AM].csv",0.1,0.00010320000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_40 AM].csv",0.075,0.00010326000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_47 AM].csv",0.05,0.00010327999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_53 AM].csv",0.075,0.00010328000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_51_59 AM].csv",0.1,0.00010344
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_05 AM].csv",0.05,0.0001033
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_11 AM].csv",0.075,0.00010328000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_18 AM].csv",0.05,0.00010332000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_26 AM].csv",0.05,0.00010336000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_32 AM].csv",0.05,0.00010338
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_39 AM].csv",0.1,0.00010341999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_45 AM].csv",0.075,0.00010338
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_52 AM].csv",0.075,0.00010344
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_52_58 AM].csv",0.075,0.00010335999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_04 AM].csv",0.05,0.00010335999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_10 AM].csv",0.1,0.00010344
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_16 AM].csv",0.075,0.00010339999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_22 AM].csv",0.1,0.00010355999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_29 AM].csv",0.075,0.00010344
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_35 AM].csv",0.1,0.00010351999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_41 AM].csv",0.075,0.00010344000000000003
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_47 AM].csv",0.1,0.00010354
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_54 AM].csv",0.075,0.0001036
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_53_59 AM].csv",0.075,0.00010355999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_06 AM].csv",0.05,0.00010352
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_12 AM].csv",0.075,0.00010355999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_18 AM].csv",0.05,0.00010358
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_24 AM].csv",0.05,0.00010358
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_30 AM].csv",0.05,0.00010366
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_36 AM].csv",0.1,0.00010362000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_42 AM].csv",0.1,0.00010362000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_48 AM].csv",0.075,0.00010358000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_54_54 AM].csv",0.05,0.00010356
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_00 AM].csv",0.075,0.00010363999999999998
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_06 AM].csv",0.075,0.00010360000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_13 AM].csv",0.075,0.00010366000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_19 AM].csv",0.1,0.00010372000000000002
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_26 AM].csv",0.075,0.00010362000000000001
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_32 AM].csv",0.05,0.00010366
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_38 AM].csv",0.1,0.00010371999999999996
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_44 AM].csv",0.1,0.00010374
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_51 AM].csv",0.075,0.00010371999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_55_57 AM].csv",0.05,0.00010374
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_03 AM].csv",0.075,0.00010391999999999997
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_09 AM].csv",0.05,0.00010389999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_15 AM].csv",0.05,0.00010387999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_21 AM].csv",0.075,0.00010395999999999997
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_28 AM].csv",0.1,0.00010397999999999999
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_34 AM].csv",0.05,0.00010386
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_40 AM].csv",0.05,0.00010402
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_47 AM].csv",0.075,0.00010389999999999998
"[B6-01-4um-02,SET-RESET,2,7_25_2024 10_56_53 AM].csv",0.05,0.00010395999999999999
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_26 AM].csv",0.125,8.616e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_32 AM].csv",0.125,8.737999999999997e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_38 AM].csv",0.125,8.616e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_45 AM].csv",0.125,8.364e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_51 AM].csv",0.225,5.491999999999997e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_02_57 AM].csv",0.475,5.098e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_03 AM].csv",0.575,4.9339999999999985e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_09 AM].csv",0.625,4.1419999999999966e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_15 AM].csv",0.6,5.9219999999999965e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_22 AM].csv",0.6,0.000185
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_28 AM].csv",0.575,0.00019431999999999994
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_34 AM].csv",0.625,9.797999999999998e-05
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_41 AM].csv",0.725,0.000107
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_47 AM].csv",0.575,0.00018011999999999998
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_03_54 AM].csv",0.525,0.00017977000000000002
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_00 AM].csv",0.625,0.00022038
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_06 AM].csv",0.6,0.00019649999999999998
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_12 AM].csv",0.775,0.00013182
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_19 AM].csv",0.6,0.000153476
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_25 AM].csv",0.55,0.000135694
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_32 AM].csv",0.625,0.00029712
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_38 AM].csv",0.775,0.00017936
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_44 AM].csv",0.625,0.00015857599999999998
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_50 AM].csv",0.9,0.00019444
"[B6-01-4um-03,SET-RESET,3,7_25_2024 11_04_57 AM].csv",0.65,0.00019986199999999998
