File Name,Corresponding Data Point,Maximum Subtraction
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_06 PM].csv",1.2,0.0004890605
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_12 PM].csv",0.9,0.000170624
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_18 PM].csv",1.05,0.00013484
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_25 PM].csv",1.25,0.00017493999999999998
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_31 PM].csv",0.9,0.000407458
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_37 PM].csv",1.025,0.0001464
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_42 PM].csv",1.0,9.949999999999998e-05
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_49 PM].csv",0.6,0.000234274
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_53_56 PM].csv",0.725,0.000228414
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_02 PM].csv",1.075,0.00033568
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_08 PM].csv",0.875,0.000270472
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_14 PM].csv",0.85,0.000264584
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_20 PM].csv",0.675,0.000349424
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_26 PM].csv",0.825,0.00025145
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_32 PM].csv",0.975,0.00024993400000000005
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_38 PM].csv",0.675,0.000297372
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_45 PM].csv",1.05,0.00019024
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_51 PM].csv",1.225,0.00012528000000000002
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_54_57 PM].csv",0.95,9.338199999999998e-05
"[A8-02-4um-01,SET-RESET,58,9_3_2024 3_55_03 PM].csv",1.275,0.00017362
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_58_30 PM].csv",1.0,0.000367224
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_58_36 PM].csv",0.75,0.00020336
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_58_41 PM].csv",0.725,0.00031951
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_58_48 PM].csv",0.825,0.00023404
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_58_54 PM].csv",0.7,0.00021099599999999997
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_00 PM].csv",0.75,0.00019562
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_06 PM].csv",0.725,0.000180844
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_12 PM].csv",0.7,0.000182796
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_19 PM].csv",0.875,0.00013280000000000003
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_25 PM].csv",0.825,0.000207
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_31 PM].csv",0.725,0.00012751399999999999
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_38 PM].csv",0.8,0.00015986
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_44 PM].csv",0.875,0.00019772000000000002
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_50 PM].csv",0.75,0.00019038399999999999
"[A8-02-4um-03,SET-RESET,60,9_3_2024 3_59_56 PM].csv",0.8,0.00021588799999999996
"[A8-02-4um-03,SET-RESET,60,9_3_2024 4_00_02 PM].csv",0.775,0.00018163200000000004
"[A8-02-4um-03,SET-RESET,60,9_3_2024 4_00_08 PM].csv",0.85,0.00025474000000000004
"[A8-02-4um-03,SET-RESET,60,9_3_2024 4_00_15 PM].csv",0.825,0.00023278000000000003
"[A8-02-4um-03,SET-RESET,60,9_3_2024 4_00_21 PM].csv",0.9,0.00012661999999999998
"[A8-02-4um-03,SET-RESET,60,9_3_2024 4_00_27 PM].csv",0.8,0.000141
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_20 PM].csv",1.05,0.00010873999999999997
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_26 PM].csv",0.9,7.633399999999999e-05
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_32 PM].csv",1.075,8.575999999999999e-05
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_38 PM].csv",1.1,5.6420000000000005e-05
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_44 PM].csv",1.025,7.733e-05
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_51 PM].csv",0.9,0.0003229400000000001
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_01_57 PM].csv",0.8,0.00016195
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_02_03 PM].csv",0.7,0.00015514400000000002
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_02_09 PM].csv",0.9,0.000192746
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_02_16 PM].csv",0.8,0.00036845599999999997
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_02_22 PM].csv",0.95,0.00032116
"[A8-02-4um-04,SET-RESET,61,9_3_2024 4_02_28 PM].csv",0.8,9.2258e-05
