Data Points,CDF
8.35E-05,0.051282
8.38E-05,0.102564
8.38E-05,0.153846
8.39E-05,0.205128
8.39E-05,0.25641
8.39E-05,0.307692
8.39E-05,0.358974
8.42E-05,0.410256
8.44E-05,0.461538
8.49E-05,0.51282
8.50E-05,0.564102
8.52E-05,0.615384
8.57E-05,0.666666
8.59E-05,0.717948
8.63E-05,0.76923
8.65E-05,0.820512
8.70E-05,0.871794
9.22E-05,0.923076
9.56E-05,0.974358
1.17E-04,1.02564
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
