File Name,Corresponding Data Point,Maximum Subtraction
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_14 PM].csv",0.125,8.784e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_20 PM].csv",0.125,8.587999999999998e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_26 PM].csv",0.125,8.616e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_33 PM].csv",0.125,8.616e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_39 PM].csv",0.125,8.599999999999998e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_46 PM].csv",0.125,8.587999999999998e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_52 PM].csv",0.125,8.596e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_19_58 PM].csv",0.125,8.572000000000001e-05
"[A8-04-4um-01,SET-RESET,1,7_25_2024 3_20_04 PM].csv",0.125,8.592000000000002e-05
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_08 PM].csv",0.85,0.00012080200000000001
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_15 PM].csv",0.825,0.000460776
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_21 PM].csv",0.725,0.00025224199999999996
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_27 PM].csv",0.775,0.00029571999999999997
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_34 PM].csv",0.8,0.0004906919
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_40 PM].csv",0.825,0.000448148
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_46 PM].csv",0.825,0.0001931
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_52 PM].csv",0.8,0.000141142
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_30_59 PM].csv",1.0,8.070000000000001e-05
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_05 PM].csv",0.75,0.000220688
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_11 PM].csv",0.675,0.0004566
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_17 PM].csv",0.725,0.000261854
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_24 PM].csv",0.875,0.0001916
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_30 PM].csv",0.725,0.000387056
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_38 PM].csv",0.7,0.00027921
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_44 PM].csv",0.7,0.0002549
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_51 PM].csv",0.825,0.00047821999999999996
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_31_57 PM].csv",0.75,0.000272702
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_32_04 PM].csv",0.975,0.00027073999999999995
"[A8-04-4um-03,SET-RESET,1,7_25_2024 3_32_11 PM].csv",0.9,0.00031346
"[A8-04-4um-04,SET-RESET,2,7_25_2024 3_35_52 PM].csv",0.525,7.999999999999999e-05
"[A8-04-4um-04,SET-RESET,2,7_25_2024 3_35_58 PM].csv",0.55,6.854000000000002e-05
