folder,device_id,cycle_count,cycle_delta_from_20,total_blocks,set_blocks,reset_blocks,first_record_time,last_record_time,first_file,last_file,measurement_ids,total_devices_in_folder,total_cycles_in_folder
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-04,101,81,303,101,202,2024-07-19 13:46:14,2024-07-19 13:57:34,"[C3-1-4um-04,SET-RESET,1,7_19_2024 1_46_14 PM].csv","[C3-1-4um-04,SET-RESET,100,7_19_2024 1_57_34 PM].csv",1;10;100;11;12;13;14;15;16;17;18;19;2;20;21;22;23;24;25;26;27;28;29;3;30;31;32;33;34;35;36;37;38;39;4;40;41;42;43;44;45;46;47;48;49;5;50;51;52;53;54;55;56;57;58;59;6;60;61;62;63;64;65;66;67;68;69;7;70;71;72;73;74;75;76;77;78;79;8;80;81;82;83;84;85;86;87;88;89;9;90;91;92;93;94;95;96;97;98;99,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-05,101,81,303,101,202,2024-07-19 13:59:27,2024-07-19 14:10:47,"[C3-1-4um-05,SET-RESET,1,7_19_2024 1_59_27 PM].csv","[C3-1-4um-05,SET-RESET,2,7_19_2024 2_10_47 PM].csv",1;2,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-06,50,30,150,50,100,2024-07-19 14:40:28,2024-07-19 14:45:41,"[C3-1-4um-06,SET-RESET,3,7_19_2024 2_40_28 PM].csv","[C3-1-4um-06,SET-RESET,3,7_19_2024 2_45_41 PM].csv",3,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-07,1,-19,3,1,2,2024-07-19 14:47:50,2024-07-19 14:47:50,"[C3-1-4um-07,SET-RESET,4,7_19_2024 2_47_50 PM].csv","[C3-1-4um-07,SET-RESET,4,7_19_2024 2_47_50 PM].csv",4,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-10,1,-19,3,1,2,2024-07-19 14:51:10,2024-07-19 14:51:10,"[C3-1-4um-10,SET-RESET,1,7_19_2024 2_51_10 PM].csv","[C3-1-4um-10,SET-RESET,1,7_19_2024 2_51_10 PM].csv",1,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,C3-1-4um-11,1,-19,3,1,2,2024-07-19 14:52:05,2024-07-19 14:52:05,"[C3-1-4um-11,SET-RESET,2,7_19_2024 2_52_05 PM].csv","[C3-1-4um-11,SET-RESET,2,7_19_2024 2_52_05 PM].csv",2,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-01,1,-19,3,1,2,2024-07-19 14:53:48,2024-07-19 14:53:48,"[D1-1-4um-01,SET-RESET,3,7_19_2024 2_53_48 PM].csv","[D1-1-4um-01,SET-RESET,3,7_19_2024 2_53_48 PM].csv",3,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-02,50,30,150,50,100,2024-07-19 15:01:03,2024-07-19 15:06:15,"[D1-1-4um-02,SET-RESET,5,7_19_2024 3_01_03 PM].csv","[D1-1-4um-02,SET-RESET,5,7_19_2024 3_06_15 PM].csv",5,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-03,20,0,60,20,40,2024-07-19 15:10:23,2024-07-19 15:12:23,"[D1-1-4um-03,SET-RESET,6,7_19_2024 3_10_23 PM].csv","[D1-1-4um-03,SET-RESET,6,7_19_2024 3_12_23 PM].csv",6,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-04,20,0,60,20,40,2024-07-19 15:14:10,2024-07-19 15:16:10,"[D1-1-4um-04,SET-RESET,7,7_19_2024 3_14_10 PM].csv","[D1-1-4um-04,SET-RESET,7,7_19_2024 3_16_10 PM].csv",7,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-05,20,0,60,20,40,2024-07-19 15:17:22,2024-07-19 15:19:23,"[D1-1-4um-05,SET-RESET,8,7_19_2024 3_17_22 PM].csv","[D1-1-4um-05,SET-RESET,8,7_19_2024 3_19_23 PM].csv",8,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-06,20,0,60,20,40,2024-07-19 15:21:23,2024-07-19 15:23:24,"[D1-1-4um-06,SET-RESET,9,7_19_2024 3_21_23 PM].csv","[D1-1-4um-06,SET-RESET,9,7_19_2024 3_23_24 PM].csv",9,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-07,20,0,60,20,40,2024-07-19 15:25:50,2024-07-19 15:27:50,"[D1-1-4um-07,SET-RESET,10,7_19_2024 3_25_50 PM].csv","[D1-1-4um-07,SET-RESET,10,7_19_2024 3_27_50 PM].csv",10,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-08,20,0,60,20,40,2024-07-19 15:28:56,2024-07-19 15:30:58,"[D1-1-4um-08,SET-RESET,11,7_19_2024 3_28_56 PM].csv","[D1-1-4um-08,SET-RESET,11,7_19_2024 3_30_58 PM].csv",11,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-09,20,0,60,20,40,2024-07-19 15:34:49,2024-07-19 15:36:49,"[D1-1-4um-09,SET-RESET,12,7_19_2024 3_34_49 PM].csv","[D1-1-4um-09,SET-RESET,12,7_19_2024 3_36_49 PM].csv",12,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-10,20,0,60,20,40,2024-07-19 15:38:11,2024-07-19 15:40:09,"[D1-1-4um-10,SET-RESET,13,7_19_2024 3_38_11 PM].csv","[D1-1-4um-10,SET-RESET,13,7_19_2024 3_40_09 PM].csv",13,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-1-4um-11,20,0,60,20,40,2024-07-19 15:41:12,2024-07-19 15:43:14,"[D1-1-4um-11,SET-RESET,14,7_19_2024 3_41_12 PM].csv","[D1-1-4um-11,SET-RESET,14,7_19_2024 3_43_14 PM].csv",14,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-01,20,0,60,20,40,2024-07-19 15:49:35,2024-07-19 15:51:33,"[D1-2-4um-01,SET-RESET,15,7_19_2024 3_49_35 PM].csv","[D1-2-4um-01,SET-RESET,15,7_19_2024 3_51_33 PM].csv",15,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-04,20,0,60,20,40,2024-07-19 15:57:02,2024-07-19 15:59:02,"[D1-2-4um-04,SET-RESET,18,7_19_2024 3_57_02 PM].csv","[D1-2-4um-04,SET-RESET,18,7_19_2024 3_59_02 PM].csv",18,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-05,20,0,60,20,40,2024-07-19 16:00:22,2024-07-19 16:02:23,"[D1-2-4um-05,SET-RESET,19,7_19_2024 4_00_22 PM].csv","[D1-2-4um-05,SET-RESET,19,7_19_2024 4_02_23 PM].csv",19,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-06,20,0,60,20,40,2024-07-19 16:03:22,2024-07-19 16:05:21,"[D1-2-4um-06,SET-RESET,20,7_19_2024 4_03_22 PM].csv","[D1-2-4um-06,SET-RESET,20,7_19_2024 4_05_21 PM].csv",20,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-07,20,0,60,20,40,2024-07-19 16:06:19,2024-07-19 16:08:21,"[D1-2-4um-07,SET-RESET,21,7_19_2024 4_06_19 PM].csv","[D1-2-4um-07,SET-RESET,21,7_19_2024 4_08_21 PM].csv",21,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-08,20,0,60,20,40,2024-07-19 16:09:53,2024-07-19 16:11:55,"[D1-2-4um-08,SET-RESET,22,7_19_2024 4_09_53 PM].csv","[D1-2-4um-08,SET-RESET,22,7_19_2024 4_11_55 PM].csv",22,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-09,20,0,60,20,40,2024-07-19 16:13:30,2024-07-19 16:15:31,"[D1-2-4um-09,SET-RESET,23,7_19_2024 4_13_30 PM].csv","[D1-2-4um-09,SET-RESET,23,7_19_2024 4_15_31 PM].csv",23,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-10,20,0,60,20,40,2024-07-19 16:17:07,2024-07-19 16:19:05,"[D1-2-4um-10,SET-RESET,24,7_19_2024 4_17_07 PM].csv","[D1-2-4um-10,SET-RESET,24,7_19_2024 4_19_05 PM].csv",24,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-11,20,0,60,20,40,2024-07-19 16:20:46,2024-07-19 16:22:42,"[D1-2-4um-11,SET-RESET,25,7_19_2024 4_20_46 PM].csv","[D1-2-4um-11,SET-RESET,25,7_19_2024 4_22_42 PM].csv",25,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,D1-2-4um-12,20,0,60,20,40,2024-07-19 16:24:29,2024-07-19 16:26:28,"[D1-2-4um-12,SET-RESET,26,7_19_2024 4_24_29 PM].csv","[D1-2-4um-12,SET-RESET,26,7_19_2024 4_26_28 PM].csv",26,45,1153
/home/hm5701/Documents/PINN/Variability_Project/raw_data/S2,ALL_DEVICES,1153,,3459,1153,2306,2024-07-19 13:10:23,2024-07-19 17:48:21,,,,45,1153
